len,spec_chars,domain,depth,numericals_count,word_count,label
36,5,0,1,0,20,1
75,8,0,2,0,55,1
65,7,0,2,0,30,1
63,5,0,2,0,37,1
72,6,0,2,1,49,1
49,4,0,2,2,18,1
54,6,0,2,0,28,1
64,5,0,2,0,41,1
58,5,0,2,0,33,1
52,4,0,2,0,43,1
58,5,0,2,0,30,1
54,5,0,2,4,27,1
45,4,0,2,1,27,1
53,4,0,2,0,32,1
42,3,0,2,0,34,1
61,6,0,2,0,38,1
50,5,0,2,0,31,1
87,8,0,2,0,40,1
57,4,0,2,0,35,1
51,4,0,2,0,28,1
61,7,0,2,0,34,1
61,6,0,2,0,44,1
31,3,0,1,1,17,1
20,3,0,1,0,9,1
43,7,0,1,1,19,1
32,3,0,1,0,16,1
23,2,0,1,1,8,1
23,2,0,1,0,7,1
38,5,0,1,0,18,1
30,3,0,1,1,13,1
47,7,0,2,0,23,1
33,1,0,1,0,18,1
21,2,0,0,0,17,1
86,6,0,2,14,38,1
21,2,0,1,0,16,1
78,9,0,4,0,44,1
47,4,0,3,0,28,1
52,4,0,1,0,28,1
26,2,0,1,0,11,1
57,6,0,2,0,35,1
23,1,0,3,0,17,1
39,1,0,4,6,15,1
67,6,0,4,2,30,1
69,2,0,5,0,29,1
61,1,0,5,0,29,1
19,2,0,1,0,9,1
30,3,0,1,0,9,1
25,2,0,1,0,8,1
23,2,0,1,0,11,1
24,2,0,1,1,9,1
47,5,0,3,4,13,1
35,2,0,2,0,20,1
50,2,0,2,0,31,1
21,2,0,0,3,11,1
29,3,0,1,4,11,1
29,3,0,1,4,11,1
26,2,0,1,3,13,1
25,3,0,2,0,13,1
26,3,0,2,0,7,1
25,3,0,2,0,13,1
34,3,0,1,23,1,1
47,8,0,3,14,8,1
49,4,0,3,10,16,1
44,4,0,2,1,24,1
36,3,0,2,1,19,1
45,3,0,2,1,27,1
41,3,0,2,1,23,1
22,2,0,3,0,6,1
41,3,0,2,1,23,1
39,4,0,1,0,26,1
37,3,0,2,8,10,1
39,7,0,1,2,10,1
48,4,0,1,0,24,1
58,4,0,1,3,21,1
50,4,0,1,0,17,1
24,2,0,1,0,7,1
38,4,0,1,5,11,1
40,4,0,1,4,15,1
27,2,0,1,0,9,1
25,2,0,1,0,10,1
41,3,0,2,9,12,1
66,7,0,2,13,29,1
44,3,0,2,9,12,1
40,3,0,2,9,12,1
56,4,0,2,10,29,1
40,3,0,2,10,8,1
20,2,0,0,0,16,1
23,2,0,0,0,18,1
12,1,0,0,0,5,1
14,2,0,0,0,9,1
45,5,0,1,0,22,1
48,5,0,1,0,24,1
37,4,0,1,0,19,1
39,5,0,1,0,19,1
45,5,0,1,0,22,1
15,1,0,0,0,13,1
16,1,0,0,0,10,1
17,1,0,0,0,12,1
22,2,0,2,2,9,1
27,2,0,2,1,9,1
24,2,0,2,1,9,1
23,2,0,2,1,9,1
25,2,0,2,1,12,1
24,2,0,2,3,9,1
26,2,0,2,1,9,1
20,2,0,1,0,12,1
28,3,0,2,6,3,1
43,5,0,2,6,7,1
27,2,0,1,0,16,1
25,2,0,1,0,18,1
29,3,0,1,0,9,1
27,3,0,1,0,11,1
30,3,0,1,0,9,1
37,3,0,1,7,12,1
37,3,0,1,7,12,1
30,3,0,1,0,9,1
36,2,0,1,0,20,1
28,3,0,1,0,11,1
35,3,0,1,7,14,1
35,3,0,1,7,14,1
28,3,0,1,0,11,1
34,2,0,1,0,22,1
28,3,0,1,0,10,1
27,2,0,1,0,8,1
30,3,0,1,0,13,1
26,3,0,1,0,12,1
25,2,0,1,0,10,1
28,3,0,1,0,15,1
47,3,0,1,0,32,1
34,3,0,1,0,15,1
49,3,0,1,0,30,1
36,3,0,1,0,13,1
93,5,0,8,13,42,1
24,2,0,2,2,1,1
27,2,0,2,3,7,1
29,2,0,2,2,9,1
31,3,0,2,0,7,1
53,3,0,5,6,21,1
16,1,0,0,0,10,1
20,1,0,0,3,7,1
16,1,0,0,1,12,1
14,1,0,0,0,6,1
22,1,0,0,0,23,1
22,1,0,0,0,13,1
17,1,0,0,0,13,1
18,1,0,0,0,15,1
15,1,0,0,0,5,1
22,1,0,0,0,16,1
20,1,0,0,0,13,1
9,1,0,1,0,5,1
13,1,0,0,0,6,1
56,4,0,3,0,29,1
40,2,0,2,0,4,1
42,2,0,2,0,12,1
48,3,0,2,0,15,1
41,3,0,2,0,11,1
48,3,0,2,0,12,1
48,2,0,2,0,14,1
43,3,0,2,0,12,1
43,3,0,2,0,12,1
43,3,0,2,0,14,1
45,2,0,2,0,12,1
45,2,0,2,0,13,1
45,2,0,2,0,13,1
48,2,0,2,0,10,1
48,3,0,2,0,15,1
47,2,0,2,0,12,1
39,3,0,2,3,5,1
42,3,0,2,0,11,1
45,2,0,2,0,15,1
38,2,0,2,0,4,1
38,2,0,2,0,13,1
45,2,0,2,0,15,1
40,2,0,2,0,9,1
43,2,0,2,0,17,1
38,2,0,2,0,6,1
40,2,0,2,0,5,1
40,2,0,2,0,6,1
43,2,0,2,0,17,1
43,2,0,2,0,18,1
45,2,0,2,0,13,1
43,2,0,2,0,23,1
38,2,0,2,0,10,1
47,3,0,2,0,19,1
39,3,0,2,3,8,1
45,2,0,2,0,13,1
42,3,0,2,0,9,1
47,3,0,2,0,25,1
38,2,0,2,0,5,1
43,2,0,2,0,17,1
48,3,0,2,0,11,1
88,3,0,3,29,16,1
35,3,0,2,0,19,1
29,2,0,2,1,12,1
28,2,0,2,0,12,1
27,3,0,2,2,8,1
48,4,0,3,1,20,1
47,4,0,3,0,20,1
41,3,0,3,0,13,1
27,3,0,2,2,9,1
34,2,0,3,0,9,1
27,3,0,2,2,9,1
27,3,0,2,2,9,1
39,4,0,3,2,12,1
27,3,0,2,2,8,1
39,4,0,3,2,12,1
39,4,0,3,2,12,1
39,4,0,3,2,12,1
30,3,0,3,2,8,1
27,3,0,2,2,9,1
30,3,0,3,2,8,1
30,3,0,3,2,8,1
30,3,0,3,2,8,1
30,3,0,3,2,8,1
30,3,0,3,2,8,1
38,3,0,3,2,14,1
38,3,0,3,2,14,1
37,3,0,2,1,15,1
36,3,0,2,0,15,1
35,4,0,2,2,11,1
56,5,0,3,1,23,1
55,5,0,3,0,23,1
49,4,0,3,0,16,1
42,3,0,3,0,12,1
35,4,0,2,2,12,1
35,4,0,2,2,12,1
35,4,0,2,2,12,1
35,4,0,2,2,11,1
47,5,0,3,2,15,1
47,5,0,3,2,15,1
47,5,0,3,2,15,1
47,5,0,3,2,15,1
35,4,0,2,2,12,1
38,4,0,3,2,11,1
38,4,0,3,2,11,1
38,4,0,3,2,11,1
38,4,0,3,2,11,1
38,4,0,3,2,11,1
38,4,0,3,2,11,1
46,4,0,3,2,17,1
46,4,0,3,2,17,1
63,3,0,2,20,22,1
55,3,0,2,20,17,1
67,7,0,2,9,35,1
33,2,0,1,4,11,1
39,5,0,2,7,12,1
31,2,0,1,2,12,1
63,7,0,2,23,8,1
40,3,0,2,10,8,1
97,8,0,1,40,15,1
29,2,0,2,0,17,1
42,2,0,2,5,30,1
13,1,0,1,0,8,1
19,1,0,1,0,7,1
17,1,0,1,0,8,1
12,1,0,1,0,5,1
42,6,0,1,6,13,1
46,2,0,2,4,36,1
52,5,0,1,1,28,1
44,6,0,1,6,18,1
34,2,0,1,0,21,1
46,4,0,1,0,24,1
31,1,0,1,4,27,1
42,2,0,2,5,30,1
53,5,0,4,6,18,1
53,5,0,4,6,18,1
53,5,0,4,6,18,1
53,5,0,4,6,18,1
53,5,0,4,6,18,1
53,5,0,4,6,18,1
53,5,0,4,6,18,1
53,5,0,4,6,18,1
25,2,0,1,0,11,1
11,1,0,1,0,6,1
32,1,0,2,4,27,1
13,1,0,1,0,3,1
14,1,0,1,0,5,1
16,1,0,1,0,11,1
24,1,0,1,0,16,1
36,2,0,2,0,25,1
9,1,0,0,1,1,1
22,2,0,1,4,1,1
20,1,0,1,0,9,1
18,1,0,1,0,12,1
20,1,0,1,0,10,1
42,2,0,2,0,18,1
24,2,0,1,0,13,1
31,2,0,1,0,12,1
39,2,0,2,0,22,1
19,2,0,1,0,9,1
34,4,0,1,6,11,1
51,2,0,2,0,19,1
48,2,0,2,0,17,1
37,2,0,2,0,12,1
53,2,0,2,0,13,1
32,2,0,2,0,10,1
15,1,0,0,0,8,1
41,4,0,1,0,18,1
26,3,0,1,0,14,1
45,4,0,1,0,19,1
37,4,0,1,0,13,1
26,3,0,1,0,12,1
37,3,0,2,0,18,1
37,3,0,2,0,18,1
23,2,0,1,0,10,1
25,2,0,1,0,10,1
49,6,0,1,1,18,1
42,5,0,1,1,16,1
38,3,0,1,0,12,1
50,3,0,1,4,12,1
27,2,0,2,1,9,1
28,2,0,1,0,14,1
28,2,0,1,0,14,1
108,2,0,4,8,52,1
108,2,0,4,8,52,1
22,2,0,2,1,7,1
39,2,0,2,0,21,1
33,2,0,2,0,17,1
62,3,0,6,3,34,1
31,2,0,1,0,14,1
34,2,0,3,2,10,1
31,2,0,1,0,14,1
37,3,0,1,0,16,1
44,3,0,1,0,19,1
22,1,0,1,0,11,1
37,5,0,1,0,10,1
29,4,0,1,0,10,1
28,3,0,1,2,15,1
27,3,0,1,0,15,1
28,3,0,1,2,15,1
31,2,0,1,0,17,1
67,4,0,4,0,28,1
54,5,0,3,2,32,1
33,2,0,2,0,21,1
21,1,0,1,0,11,1
32,3,0,1,0,12,1
38,4,0,2,5,15,1
21,2,0,1,2,10,1
57,4,0,2,4,32,1
57,4,0,2,8,28,1
47,2,0,2,0,30,1
49,4,0,2,8,20,1
39,2,0,2,0,23,1
52,3,0,2,0,30,1
62,5,0,2,8,33,1
57,5,0,2,4,31,1
47,3,0,2,0,30,1
100,10,0,2,5,51,1
104,10,0,2,9,51,1
70,6,0,2,4,38,1
97,10,0,2,9,39,1
85,9,0,2,14,38,1
69,4,0,2,3,36,1
83,8,0,2,10,30,1
74,7,0,2,10,26,1
56,5,0,2,10,24,1
63,5,0,2,15,20,1
68,5,0,2,16,20,1
63,5,0,2,16,20,1
64,5,0,2,14,22,1
76,6,0,2,0,42,1
70,4,0,2,9,30,1
82,6,0,2,20,34,1
80,6,0,2,19,33,1
93,8,0,2,6,40,1
88,8,0,2,6,40,1
92,8,0,2,6,44,1
83,7,0,2,4,44,1
82,7,0,2,0,48,1
81,7,0,2,0,46,1
74,6,0,2,0,44,1
29,2,0,1,0,14,1
43,3,0,1,0,15,1
33,4,0,1,2,11,1
18,2,0,1,0,5,1
32,3,0,2,0,14,1
45,2,0,2,8,21,1
38,3,0,2,4,16,1
29,2,0,2,0,13,1
40,2,0,2,8,18,1
42,2,0,2,0,27,1
47,2,0,2,10,21,1
46,2,0,2,8,23,1
35,2,0,2,0,17,1
37,2,0,2,0,21,1
42,2,0,2,10,18,1
41,2,0,2,8,12,1
62,3,0,2,9,23,1
82,6,0,2,1,31,1
84,8,0,2,1,30,1
88,8,0,2,5,30,1
47,4,0,2,0,15,1
64,3,0,2,10,19,1
51,3,0,2,10,18,1
47,4,0,2,0,27,1
91,10,0,2,1,37,1
81,5,0,2,13,31,1
47,3,0,2,3,17,1
68,3,0,2,11,24,1
54,3,0,2,4,22,1
60,3,0,2,11,21,1
53,3,0,2,10,12,1
63,3,0,2,11,19,1
57,3,0,2,11,13,1
43,5,0,3,4,8,1
16,1,0,1,0,2,1
44,4,0,2,9,11,1
31,3,0,1,2,7,1
40,3,0,2,9,10,1
42,3,0,2,9,10,1
45,4,0,2,11,11,1
37,2,0,2,8,12,1
45,3,0,2,14,11,1
43,3,0,2,10,14,1
39,3,0,2,9,8,1
46,3,0,2,10,10,1
53,5,0,2,13,14,1
25,2,0,2,2,8,1
64,4,0,2,11,28,1
20,2,0,2,2,4,1
43,3,0,2,0,17,1
69,5,0,2,0,32,1
76,7,0,2,4,33,1
35,4,0,2,5,11,1
49,3,0,5,8,14,1
81,4,0,7,27,17,1
59,3,0,4,0,33,1
81,4,0,7,27,17,1
26,2,0,1,0,13,1
41,3,0,2,0,14,1
44,4,0,1,0,21,1
33,3,0,1,0,16,1
41,3,0,2,0,14,1
76,6,0,1,0,40,1
46,4,0,1,2,19,1
107,7,0,4,16,37,1
107,7,0,4,16,37,1
69,3,0,5,1,36,1
56,5,0,4,0,22,1
49,3,0,4,0,23,1
14,1,0,1,3,3,1
50,4,0,4,0,24,1
44,2,0,4,0,23,1
33,4,0,1,2,19,1
31,3,0,1,2,8,1
24,1,0,1,3,12,1
33,1,0,2,0,22,1
25,2,0,2,0,11,1
37,1,0,2,0,18,1
16,1,0,1,2,8,1
34,2,0,3,6,12,1
19,1,0,1,2,7,1
45,1,0,2,0,27,1
37,2,0,2,0,18,1
37,2,0,2,0,21,1
39,2,0,2,0,21,1
32,3,0,2,0,16,1
47,1,0,2,0,44,1
14,1,0,1,3,3,1
15,1,0,1,3,1,1
17,1,0,1,3,10,1
16,2,0,1,3,7,1
19,1,0,1,3,2,1
13,1,0,1,3,4,1
21,1,0,1,3,7,1
13,1,0,1,3,2,1
20,1,0,1,3,9,1
23,3,0,1,4,3,1
17,1,0,1,3,4,1
32,3,0,1,4,15,1
20,1,0,1,0,9,1
37,5,0,1,2,22,1
74,5,0,1,37,2,1
45,2,0,1,3,24,1
46,4,0,1,0,28,1
44,4,0,2,13,8,1
44,4,0,2,15,9,1
44,4,0,2,14,8,1
44,4,0,2,14,8,1
44,4,0,2,13,9,1
44,4,0,2,13,8,1
44,4,0,2,11,9,1
37,3,0,2,4,18,1
35,3,0,1,4,17,1
34,3,0,2,0,9,1
40,2,0,2,0,29,1
35,2,0,2,0,16,1
40,3,0,2,0,19,1
20,2,0,1,0,10,1
20,2,0,1,0,5,1
28,3,0,1,2,1,1
47,3,0,3,0,16,1
64,5,0,4,0,33,1
33,2,0,2,0,14,1
32,2,0,2,0,13,1
64,3,0,5,0,34,1
62,3,0,6,3,27,1
55,3,0,4,0,33,1
37,3,0,2,5,17,1
38,3,0,2,6,17,1
38,3,0,2,6,17,1
38,5,0,1,2,20,1
28,4,0,1,2,9,1
26,3,0,2,0,6,1
54,4,0,1,24,13,1
53,4,0,1,23,13,1
53,3,0,2,5,19,1
39,2,0,3,0,22,1
53,2,0,3,0,30,1
34,2,0,2,4,8,1
31,2,0,2,3,10,1
20,2,0,1,2,7,1
33,3,0,1,4,17,1
28,2,0,1,2,13,1
21,1,0,1,0,7,1
26,1,0,1,0,12,1
29,3,0,1,4,6,1
35,1,0,1,0,21,1
22,1,0,1,0,11,1
26,2,0,1,2,7,1
22,1,0,1,2,7,1
52,2,0,4,0,28,1
41,4,0,2,8,12,1
30,5,0,2,5,6,1
37,3,0,2,0,15,1
36,3,0,2,0,16,1
42,3,0,2,0,17,1
40,3,0,2,0,19,1
40,3,0,2,0,17,1
33,3,0,2,0,9,1
36,4,0,2,0,14,1
42,4,0,2,0,19,1
40,3,0,2,0,17,1
35,4,0,2,0,12,1
53,5,0,3,8,23,1
19,3,0,1,0,5,1
196,11,0,9,15,47,1
52,4,0,1,8,28,1
88,9,0,1,31,11,1
68,10,0,1,21,7,1
65,9,0,5,19,9,1
45,3,0,6,2,14,1
56,4,0,6,2,20,1
49,9,0,1,18,5,1
30,4,0,2,9,2,1
50,10,0,1,18,5,1
52,5,0,1,20,5,1
355,57,0,4,116,73,1
36,4,0,1,4,22,1
83,2,0,4,0,30,1
68,3,0,4,0,27,1
92,3,0,4,0,25,1
145,17,0,4,47,43,1
75,5,0,4,5,39,1
19,1,0,0,0,22,1
37,2,0,1,2,11,1
37,2,0,1,2,10,1
37,2,0,1,1,9,1
37,2,0,1,6,9,1
37,2,0,1,0,12,1
37,2,0,1,1,9,1
37,2,0,1,1,11,1
37,2,0,1,2,10,1
37,2,0,1,1,12,1
37,2,0,1,1,10,1
37,2,0,1,2,9,1
39,2,0,2,4,24,1
30,2,0,2,5,13,1
24,3,0,2,5,6,1
34,2,0,2,5,9,1
27,3,0,2,5,13,1
29,2,0,2,5,12,1
25,3,0,2,5,10,1
70,3,0,5,5,25,1
39,6,0,2,5,18,1
30,2,0,2,4,4,1
52,6,0,2,0,31,1
52,6,0,2,0,33,1
49,5,0,2,0,29,1
60,6,0,2,0,37,1
62,7,0,2,1,37,1
53,6,0,2,0,33,1
61,6,0,2,0,40,1
60,7,0,2,0,35,1
62,7,0,2,0,38,1
61,7,0,2,0,43,1
50,6,0,2,0,32,1
45,6,0,2,0,25,1
59,7,0,2,0,39,1
61,6,0,2,0,37,1
58,5,0,2,0,40,1
48,5,0,2,0,34,1
41,5,0,2,0,22,1
54,6,0,2,0,35,1
44,5,0,2,0,22,1
52,5,0,2,0,29,1
71,7,0,2,0,41,1
41,4,0,2,0,22,1
51,6,0,2,0,29,1
62,5,0,2,0,36,1
66,7,0,2,0,38,1
57,6,0,2,0,31,1
52,5,0,2,0,33,1
54,7,0,2,0,31,1
48,5,0,2,0,33,1
69,6,0,2,0,41,1
54,6,0,2,0,34,1
61,6,0,2,0,35,1
54,5,0,2,0,33,1
52,5,0,2,0,28,1
63,7,0,2,0,43,1
59,5,0,2,0,29,1
56,6,0,2,0,34,1
43,4,0,2,1,29,1
56,7,0,2,0,39,1
62,5,0,2,0,39,1
55,5,0,2,0,34,1
53,5,0,2,0,37,1
51,5,0,2,1,35,1
47,5,0,2,0,33,1
46,5,0,2,3,24,1
52,5,0,2,0,27,1
65,7,0,2,1,42,1
46,5,0,2,0,31,1
50,5,0,2,0,35,1
54,6,0,2,0,37,1
52,5,0,2,0,28,1
44,5,0,2,0,23,1
54,6,0,2,3,36,1
41,5,0,2,0,23,1
53,7,0,2,0,35,1
43,5,0,2,0,28,1
51,6,0,2,0,25,1
58,6,0,2,0,41,1
61,7,0,2,0,49,1
59,6,0,2,0,37,1
61,6,0,2,0,40,1
53,6,0,2,0,33,1
48,5,0,2,1,29,1
57,6,0,2,0,41,1
59,7,0,2,0,38,1
45,5,0,2,1,25,1
52,7,0,2,0,37,1
56,6,0,2,0,43,1
67,7,0,2,0,44,1
55,6,0,2,0,35,1
59,7,0,2,0,37,1
49,5,0,2,0,34,1
59,6,0,2,0,34,1
56,6,0,2,0,34,1
62,7,0,2,0,43,1
48,5,0,2,0,35,1
55,7,0,2,0,32,1
60,7,0,2,0,42,1
50,5,0,2,0,35,1
61,7,0,2,1,39,1
56,6,0,2,0,34,1
53,6,0,2,0,29,1
50,5,0,2,0,35,1
62,7,0,2,0,42,1
56,6,0,2,0,33,1
57,6,0,2,0,36,1
47,5,0,2,0,33,1
48,5,0,2,0,33,1
45,6,0,2,0,25,1
34,4,0,2,0,13,1
59,8,0,2,0,34,1
59,5,0,2,0,30,1
49,6,0,2,0,34,1
48,5,0,2,0,26,1
52,6,0,2,0,24,1
49,5,0,2,0,32,1
61,7,0,2,0,41,1
56,6,0,2,0,34,1
43,4,0,2,0,25,1
38,5,0,2,0,16,1
67,7,0,2,0,44,1
67,2,0,5,0,42,1
65,2,0,5,0,36,1
59,2,0,5,0,22,1
71,4,0,5,0,27,1
67,2,0,5,0,30,1
67,2,0,5,0,31,1
60,3,0,5,3,14,1
60,3,0,5,3,26,1
70,2,0,5,0,31,1
67,2,0,5,0,34,1
58,2,0,5,0,32,1
60,3,0,5,3,26,1
60,3,0,5,3,23,1
67,2,0,5,0,35,1
59,2,0,5,0,27,1
72,2,0,5,0,35,1
74,2,0,5,0,48,1
71,4,0,5,0,31,1
59,2,0,5,0,16,1
65,2,0,5,0,45,1
71,4,0,5,0,37,1
72,2,0,5,0,34,1
65,2,0,5,0,31,1
58,2,0,5,0,24,1
74,2,0,5,0,50,1
58,2,0,5,0,25,1
74,2,0,5,0,50,1
58,2,0,5,0,27,1
58,2,0,5,0,35,1
70,2,0,5,0,29,1
59,2,0,5,0,23,1
65,2,0,5,0,40,1
71,4,0,5,0,34,1
58,2,0,5,0,32,1
70,2,0,5,0,24,1
58,2,0,5,0,26,1
58,2,0,5,0,21,1
65,2,0,5,0,38,1
70,2,0,5,0,28,1
72,2,0,5,0,40,1
58,2,0,5,0,25,1
71,4,0,5,0,32,1
58,2,0,5,0,25,1
58,2,0,5,0,31,1
58,2,0,5,0,29,1
67,2,0,5,0,39,1
59,2,0,5,0,20,1
58,2,0,5,0,22,1
71,4,0,5,0,30,1
58,2,0,5,0,24,1
71,4,0,5,0,29,1
67,2,0,5,0,42,1
71,4,0,5,0,24,1
58,2,0,5,0,25,1
67,2,0,5,0,34,1
65,2,0,5,0,30,1
71,4,0,5,0,36,1
59,2,0,5,0,24,1
65,2,0,5,0,36,1
72,2,0,5,0,39,1
59,2,0,5,0,25,1
71,4,0,5,0,42,1
71,4,0,5,0,30,1
70,2,0,5,0,31,1
58,2,0,5,0,32,1
58,2,0,5,0,34,1
58,2,0,5,0,27,1
59,2,0,5,0,21,1
58,2,0,5,0,21,1
65,2,0,5,0,42,1
59,2,0,5,0,19,1
65,2,0,5,0,40,1
67,2,0,5,0,34,1
58,2,0,5,0,28,1
72,2,0,5,0,33,1
58,2,0,5,0,23,1
71,4,0,5,0,27,1
58,2,0,5,0,28,1
65,2,0,5,0,33,1
71,4,0,5,0,35,1
65,2,0,5,0,39,1
33,2,0,1,0,26,1
37,1,0,2,5,10,1
21,2,0,2,1,1,1
34,2,0,2,0,12,1
70,6,0,3,10,25,1
105,5,0,2,18,62,1
47,4,0,2,2,17,1
52,4,0,4,1,23,1
53,4,0,4,1,31,1
70,4,0,2,9,21,1
72,4,0,2,9,27,1
74,4,0,2,9,27,1
78,5,0,2,9,30,1
79,6,0,2,9,34,1
122,16,0,3,12,43,1
46,2,0,4,1,16,1
40,4,0,3,1,18,1
54,4,0,3,11,21,1
30,3,0,2,5,11,1
79,13,0,1,0,44,1
12,1,0,0,0,9,1
15,1,0,0,0,7,1
49,5,0,1,0,23,1
18,1,0,1,0,9,1
12,1,0,1,0,5,1
53,4,0,4,0,30,1
8,1,0,1,0,1,1
22,2,0,1,0,10,1
38,2,0,1,0,25,1
25,2,0,1,0,9,1
36,2,0,1,1,24,1
34,2,0,3,0,16,1
11,1,0,1,0,2,1
17,2,0,1,0,11,1
11,1,0,1,0,2,1
18,2,0,1,0,6,1
44,3,0,3,0,24,1
53,6,0,3,0,38,1
15,2,0,1,0,1,1
19,2,0,1,0,11,1
61,4,0,6,2,19,1
61,4,0,6,2,19,1
27,2,0,1,0,19,1
23,1,0,1,0,15,1
16,2,0,1,0,6,1
23,1,0,2,0,15,1
10,1,0,1,0,4,1
125,9,0,6,13,41,1
30,2,0,3,0,8,1
125,9,0,6,13,41,1
30,2,0,3,0,8,1
48,3,0,3,0,29,1
38,3,0,3,0,12,1
38,4,0,2,1,14,1
38,4,0,2,1,14,1
38,4,0,2,1,14,1
14,2,0,1,0,4,1
75,2,0,6,0,47,1
82,2,0,7,0,51,1
39,5,0,4,0,11,1
42,4,0,3,0,15,1
12,2,0,1,0,2,1
18,1,0,1,1,15,1
26,3,0,1,5,3,1
34,3,0,1,5,11,1
26,2,0,1,5,7,1
25,3,0,1,5,1,1
18,2,0,1,0,3,1
25,1,0,2,1,5,1
25,4,0,1,0,8,1
60,4,0,4,8,30,1
80,3,0,9,0,42,1
118,6,0,10,1,69,1
15,1,0,1,0,5,1
15,1,0,1,0,4,1
18,1,0,1,2,12,1
17,1,0,1,0,3,1
16,1,0,1,1,7,1
15,2,0,1,0,8,1
14,1,0,1,0,8,1
14,2,0,1,0,1,1
17,1,0,1,0,17,1
12,1,0,0,0,8,1
20,1,0,1,0,16,1
11,1,0,1,0,3,1
14,1,0,1,0,7,1
19,1,0,1,0,12,1
32,1,0,3,0,11,1
18,1,0,1,0,5,1
15,1,0,1,0,10,1
15,1,0,1,0,5,1
35,3,0,2,0,17,1
10,1,0,1,0,1,1
24,3,0,1,0,7,1
28,3,0,1,1,7,1
15,1,0,1,0,14,1
14,2,0,1,0,4,1
18,1,0,1,0,7,1
15,1,0,1,0,10,1
54,9,0,1,16,17,1
25,1,0,1,0,18,1
24,1,0,1,0,13,1
22,1,0,0,0,12,1
32,3,0,1,2,16,1
40,3,0,1,1,31,1
39,3,0,1,1,26,1
31,3,0,1,1,10,1
29,3,0,1,1,8,1
27,3,0,1,4,6,1
28,3,0,1,1,5,1
32,3,0,1,1,9,1
50,1,0,3,4,19,1
27,3,0,1,0,17,1
32,3,0,1,1,7,1
43,4,0,1,1,17,1
34,3,0,1,1,15,1
39,4,0,1,1,15,1
38,3,0,1,1,14,1
28,3,0,1,1,5,1
28,3,0,1,1,6,1
31,3,0,1,1,5,1
35,4,0,1,3,5,1
40,4,0,1,1,22,1
33,3,0,1,1,14,1
31,3,0,1,1,7,1
28,3,0,1,1,7,1
32,3,0,1,1,17,1
36,3,0,1,1,19,1
29,3,0,1,1,7,1
30,3,0,1,1,8,1
31,3,0,1,1,5,1
35,3,0,1,1,11,1
18,2,0,2,0,6,1
44,3,0,1,1,23,1
30,3,0,1,1,5,1
38,4,0,1,1,9,1
32,3,0,1,1,9,1
32,3,0,1,1,12,1
31,4,0,1,1,9,1
32,4,0,1,1,11,1
57,7,0,3,13,15,1
30,3,0,1,1,9,1
31,4,0,1,1,10,1
29,3,0,1,5,8,1
35,3,0,1,1,11,1
31,3,0,1,1,10,1
23,2,0,2,0,6,1
25,2,0,2,0,10,1
26,2,0,2,0,10,1
42,4,0,2,0,16,1
31,3,0,2,0,10,1
25,2,0,1,0,13,1
32,3,0,1,1,17,1
34,3,0,1,1,15,1
30,3,0,1,1,11,1
33,4,0,1,1,11,1
39,4,0,1,1,18,1
36,3,0,1,1,13,1
35,3,0,1,1,11,1
30,3,0,1,1,9,1
33,3,0,1,1,7,1
32,3,0,1,1,8,1
36,3,0,1,1,10,1
30,3,0,1,1,6,1
32,3,0,1,1,12,1
34,3,0,1,1,14,1
32,3,0,1,1,13,1
25,3,0,1,2,3,1
36,3,0,1,1,7,1
30,3,0,1,1,11,1
35,3,0,1,1,15,1
35,3,0,1,1,9,1
35,3,0,1,1,11,1
45,3,0,1,1,29,1
29,3,0,1,2,4,1
33,3,0,1,1,13,1
33,3,0,1,1,8,1
33,3,0,1,5,10,1
78,11,0,4,16,19,1
71,5,0,2,23,14,1
96,10,0,3,7,55,1
86,5,0,2,20,35,1
86,9,0,4,12,36,1
43,3,0,2,0,26,1
70,4,0,5,0,43,1
45,6,0,2,6,12,1
28,2,0,2,0,14,1
35,2,0,3,1,16,1
52,5,0,3,0,26,1
22,2,0,1,0,13,1
32,3,0,2,1,12,1
35,3,0,2,1,18,1
35,3,0,1,8,8,1
46,5,0,1,1,26,1
58,4,0,4,29,8,1
45,5,0,2,0,13,1
59,5,0,4,27,9,1
39,3,0,3,0,13,1
69,6,0,5,27,12,1
43,2,0,2,0,37,1
56,4,0,4,24,9,1
33,4,0,1,9,7,1
36,4,0,2,8,7,1
37,3,0,2,1,14,1
45,2,0,4,1,23,1
45,4,0,2,6,15,1
29,4,0,1,7,7,1
35,3,0,2,1,18,1
53,4,0,5,0,27,1
23,4,0,1,13,0,1
57,7,0,2,8,23,1
72,6,0,5,29,12,1
25,2,0,2,2,6,1
59,4,0,4,28,12,1
75,9,0,5,29,16,1
19,2,0,2,5,1,1
25,4,0,1,11,2,1
34,2,0,2,2,22,1
48,4,0,4,21,5,1
36,4,0,2,8,7,1
37,3,0,2,1,14,1
56,4,0,1,3,15,1
53,3,0,2,5,26,1
57,4,0,2,0,26,1
50,5,0,1,2,15,1
36,3,0,1,0,27,1
23,4,0,1,13,0,1
87,7,0,5,13,30,1
72,7,0,5,28,16,1
41,3,0,3,0,13,1
60,4,0,4,25,11,1
41,3,0,2,9,14,1
59,4,0,4,24,13,1
20,2,0,2,6,1,1
25,4,0,1,11,2,1
51,5,0,3,7,18,1
28,4,0,2,10,6,1
14,1,0,1,1,2,1
91,7,0,5,15,32,1
23,4,0,1,13,0,1
